Phrase	Grammar	Transcription	Translation	Notes
θεός	N		Bóg	1317
κύριος	N		pan	717
ἄνθρωπος	N		człowiek	550
Χριστός	N		Chrystus	529
πατήρ	N		ojciec	413
ἡµέρα	N		okres; czas	389
πνεῦµα	N		wiatr; oddech; duch	379
υἱός	N		syn	377
ἀδελφός	N		brat	343
λόγος	N		słowo; wiadomość; księga	330
οὐρανός	N		niebo	273
µαθητής	N		uczeń	261
γῆ	N		ziemia	250
πίστις	N		wiara; zaufanie; wartość	243
ὄνοµα	N		imię	231
ἀνήρ	N		mąż; mężczyzna	216
γυνή	N		kobieta; żona	215
νόµος	N		prawo; zasada	194
κόσµος	N		świat; ludzkość; ziemia; ozdoba	189
χείρ	N		ręka	177
ἄγελος	N		posłaniec; anioł	175
ὄχλος	N		tłum; armia; ludzie	175
ἁµαρτία	N		grzech; ofiara za grzechy	173
ἔργον	N		praca; dzieło	169
δόξα	N		opinia; chwała	166
βασιλεία	N		królestwo	162
πόλις	N		miasto	162
ἔθνος	N		naród; lud; poganie	161
καρδία	N		serce	156
χάρις	N		łaska; przysługa; wdzięczność; dar	155
σάρξ	N		ciało; mięso; grzeszna natura	147
προφήτης	N		prorok	144
λαός	N		lud; ludzie	142
σῶµα	N		ciało; niewolnik	142
φωνή	N		głos; dźwięk; mowa	139
ζωή	N		życie	135
δοῦλος	N		niewolnik	124
αἰών	N		wiek; wieczność	122
ἀρχιερεύς	N		arcykapłan	122
θάνατος	N		śmierć	120
δύναµις	N		moc; siła	119
ἀγάπη	N		miłość	116
βασιλεύς	N		król	115
ἐκκλησία	N		zbór; zebranie; kościół	114
οἶκος	N		dom	114
ἀλήθεια	N		prawda	109
ὥρα	N		godzina	106
ψυχή	N		dusza; życie wewnętrzne	103
ἐξουσία	N		autorytet; powaga; władza	102
ὁδός	N		droga	101
ὀφθαλµός	N		oko	100
τέκνον	N		dziecko	99
αἷµα	N		krew	97
ἄρτος	N		chleb	97
οἰκία	N		dom	93
πούς	N		stopa	93
δικαιοσύνη	N		sprawiedliwość	92
εἰρήνη	N		pokój	92
θάλασσα	N		morze; jezioro	91
τόπος	N		miejsce; pozycja; okazja	91
καιρός	N		pora; czas	85
µήτηρ	N		matka	83
ἀπόστολος	N		apostoł	80
στόµα	N		usta	78
σηµεῖον	N		znak; cud	77
εὐαγέλιον	N		dobra wiadomość; ewangelia	76
πρόσωπον	N		twarz	76
ὕδωρ	N		woda	76
κεφαλή	N		głowa	75
φῶς	N		światło	73
ἱερόν	N		świątynia	71
πῦρ	N		ogień	71
ῥῆµα	N		słowo; rzecz	68
σάββατον	N		szabat; tydzień	68
ἐντολή	N		przykazanie	67
πλοῖον	N		łódź; statek	67
καρπός	N		owoc	66
γραµµατεύς	N		skryba	63
δαιµόνιον	N		demon	63
ὄρος	N		góra; wysokie wzgórze	63
θέληµα	N		wola; pragnienie	62
θρόνος	N		tron; siedzenie	62
νύξ	N		noc	61
ἱµάτιον	N		szata	60
διδάσκαλος	N		nauczyciel	59
λίθος	N		kamień	59
χαρά	N		radość	59
συναγωγή	N		zbiór; zebranie; zbór; synagoga	56
ἀρχή	N		początek; pierwszy; zasada; władca; domena; władza	55
χρόνος	N		czas	54
ἐλπίς	N		nadzieja	53
ἐπαγελία	N		obietnica	52
παιδίον	N		dziecko	52
σοφία	N		mądrość; umiejętność	51
γλῶσσα	N		język; sztaba	50
γραφή	N		pismo; dokument	50
παραβολή	N		przypowieść; przysłowie; wiersz	50
ἔτος	N		rok	49
χρεία	N		potrzeba; zastosowanie; obowiązek	49
κρίσις	N		wyrok; decyzja; sprawa w sądzie; znaczenie	47
φόβος	N		strach; przerażenie; bojaźń	47
φυλακή	N		straż; warta; więzienie	47
θηρίον	N		dzikie zwierzę	46
σωτηρία	N		zbawienie	46
θλῖψις	N		prześladowanie; opresja	45
ναός	N		świątynia; pałac	45
γενεά	N		pokolenie	43
σπέρµα	N		nasienie; potomstwo	43
ἀνάστασις	N		powstanie	42
µέρος	N		część	42
τιµή	N		honor	41
µνηµεῖον	N		grób; pomnik	40
τέλος	N		koniec; cel; trybut	40
θύρα	N		drzwi	39
πρόβατον	N		owca	39
ἐπιθυµία	N		pożądliwość	38
ἄρχων	N		władca	37
µαρτυρία	N		świadectwo; męczeństwo	37
ἀγρός	N		pole; gospodarstwo rolne; wieś	36
ὀργή	N		gniew	36
οὖς	N		ucho	36
περιτοµή	N		obrzezanie	36
προσευχή	N		modlitwa	36
µάρτυς	N		świadek; męczennik	35
βιβλίον	N		zwój; pas papirusu	34
διακονία	N		służba; posługa	34
µέλος	N		część ciała; melodia	34
οἶνος	N		wino	34
διαθήκη	N		przymierze; testament	33
ἥλιος	N		słońce	32
